specimen,plant_name,country,fst_political,snd_political,locality,habitat,elevation,latitude_decimal,longitude_decimal,collector,collector_number,collection_date,specimen_data,MO,NY,F,US,UC,RSA,GH,L,K,E,GOET,BR,LIL,CORD,CTES,SP,RB,REU,ANDES,SPF,CONC,SI,MOLF,LPB,USZ
TD1622,Escallonia serrata Sm.,Argentina,Tierra del Fuego,Isla de los Estados,"Bahia San Antonio, Puerto Hoppner","Along streamlets at sea level running through very short, mixed Drimys-Nothofagus forst [this forest on the northwestern headland's coast at this season is much drier and has much more limited bryophyte flora on forest floor than forests on the southern coast] at Punta Austin, extremely narrow entrance and headland on westerly side of Puerto Hoppner and Bahi San Antonio; exposure easterly",45,-54.7333333333333,-64.4166666666667,"T.R. Dudley, R.N.P. Goodall, G. Crow",1622,8-Nov-1971,"Slender, weak stemmed shrub with few branches, up to 5 ft tall [always densely branched and wind-gnarled when is open sites]",1,,,,,,,,,,,,,,,,,,,,,,,,
WB1493,Escallonia serrata Sm.,Chile,Magallanes,Isla Diego de Almagro,,,50,-51.5,-75.3333333333333,W. Biese,1493,28-Mar-1945,Arbusto 0.7 m.,,,,,,,1,,,,,,1,,,,,,,,,,,,
DS4998,Escallonia polifolia Hook.,Perú,Amazonas,Chachapoyas,"Chachapoyas-Cajamarca road, between Leimebamba and Calla-Calla, 12-15km from Leimebamba","Mosaic of low shrub fields and meadows, moist and paramo-like.",3000,-6.75,-77.8,D.N. Smith & S. Vasquez,4998,4-Sep-1983,Shrub 1.3m; calyx green.,1,,,,,,,,,,,,,,,,,,,,,,,,
FZ223,Escallonia polifolia Hook.,Perú,Amazonas,Balsas,Bajando de Cerro Calla-Calla hacia Leimebamba,En relicto de bosque de Ericaceae.  Zona extramadamente intervenida y los alrededores modificados a cultivos!!  Suelo complatamente anegado dominado por Chusquea sp.  Tal vez una de las únicas poblaciones de E. polifolia que quedan (ca. 10 individuos).  No se encontraron más poblaciones en la zona.,3170,-6.71277777777778,-77.8536111111111,"F. Zapata, P. Puppo",223,26-Jun-2007,"Arbusto 1.8 m ramificado desde la base, madera rojiza; hojas jóvenes moradas, hojas maduras completamente pubescentes (blanco); flores de pétalos blancos.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ224,Escallonia polifolia Hook.,Perú,Amazonas,Balsas,Bajando de Cerro Calla-Calla hacia Leimebamba,En relicto de bosque de Ericaceae.  Zona extramadamente intervenida y los alrededores modificados a cultivos!!  Suelo complatamente anegado dominado por Chusquea sp.  Tal vez una de las únicas poblaciones de E. polifolia que quedan (ca. 10 individuos).  No se encontraron más poblaciones en la zona.,3170,-6.71305555555556,-77.8527777777778,"F. Zapata, P. Puppo",224,26-Jun-2007,"Arbusto 1.8 m ramificado desde la base, madera rojiza; hojas jóvenes moradas, hojas maduras completamente pubescentes (blanco); flores de pétalos blancos.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ225,Escallonia polifolia Hook.,Perú,Amazonas,Balsas,Bajando de Cerro Calla-Calla hacia Leimebamba,En relicto de bosque de Ericaceae.  Zona extramadamente intervenida y los alrededores modificados a cultivos!!  Suelo complatamente anegado dominado por Chusquea sp.  Tal vez una de las únicas poblaciones de E. polifolia que quedan (ca. 10 individuos).  No se encontraron más poblaciones en la zona.,3170,-6.71333333333333,-77.8536111111111,"F. Zapata, P. Puppo",225,26-Jun-2007,"Arbusto 1.8 m ramificado desde la base, madera rojiza; hojas jóvenes moradas, hojas maduras completamente pubescentes (blanco); flores de pétalos blancos.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ226,Escallonia polifolia Hook.,Perú,Amazonas,Balsas,Bajando de Cerro Calla-Calla hacia Leimebamba,En relicto de bosque de Ericaceae.  Zona extramadamente intervenida y los alrededores modificados a cultivos!!  Suelo complatamente anegado dominado por Chusquea sp.  Tal vez una de las únicas poblaciones de E. polifolia que quedan (ca. 10 individuos).  No se encontraron más poblaciones en la zona.,3170,-6.71305555555556,-77.8533333333333,"F. Zapata, P. Puppo",226,26-Jun-2007,"Arbusto 1.8 m ramificado desde la base, madera rojiza; hojas jóvenes moradas, hojas maduras completamente pubescentes (blanco); flores de pétalos blancos.",1,,,,,,,,,,,,,,,,,,,,,,,,
JB1810,Escallonia polifolia Hook.,Perú,Amazonas,Chachapoyas,Balsas-Leimebamba road km 416,Grassland with shrubs,3500,-6.74166666666667,-77.8733333333333,J.D. Boeke,1810,28-May-1977,Shrub ca. 3m; flowers green,1,1,,,,,,,,,,,,,,,,,,,,,,,
JL11384,Escallonia polifolia Hook.,Perú,Amazonas,Chachapoyas,18 km SW Leimabamba along road towards Balsas,White sand slope along road,3000,-6.75,-77.8,J.L. Luteyn & E. Cotton,11384,13-Feb-1985,Shrub to 2 m tall. Petals pale green. Common,1,1,,,,,,,,,,,,,,,,,,,,,,,
JL5574,Escallonia polifolia Hook.,Perú,Amazonas,Chachapoyas,"Leimebamba-Balsas road, kms 412-421.",Disturbed steep roadside slopes,2900,-6.74972222222222,-77.7719444444444,J.L. Luteyn & M. Lebron-Luteyn,5574,14-Mar-1978,Shrub to 2 m tall. Calyx and corolla pale green. One plant seen,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,
PH5511,Escallonia polifolia Hook.,Perú,Amazonas,Chachapoyas,"Cerros Calla Calla, East side, 19 km obove Leimebamba on the road to Balsas",,3100,-6.71194444444444,-77.7566666666667,P.C. Hutchinson & J.K. Wright,5511,4-Jun-1964,Tree or shrub 1-4 m. Hanging green campunuloid flowers. Plentiful,1,1,1,,1,,,,1,,,,,,,,,,,,,,,,
AM8010,Escallonia myrtilloides L.f.,Perú,Pasco,Oxapampa,"Huancabamba, Sector Santa Barbara, Parque Nacional Yanachaga-Chemillén","Relicto de bosque montano muy húmedo, con parches de pajonales",3250,-10.2,-75.3833333333333,"A. Monteagudo, R. Francis",8010,29-Jan-2005,"Arbol hasta 3 m, flores verdes",1,,,,,,,,,,,,,,,,,,,,,,,,
BO8614,Escallonia myrtilloides L.f.,Ecuador,Imbabura,,"Road Ibarra-Mariana Acosta, at pass (on Hda. Cruz)",Sloping bunch grass páramo,3700,0.333333333333333,-78,"B. Ollgaard, H. Balslev",8614,9-Aug-1976,1 m high densely brnached shrub,1,1,1,,,,,,,,,,,,,,,,,,,,,,
CU1445,Escallonia myrtilloides L.f.,Ecuador,Azuay,,Carretera San Gerardo-Qumsacocha,Restos de vegetación alto-andina,3319,-3.105,-79.2172222222222,"C. Ulloa, D. Fernández, S. Sheth, I. Jiménez",1445,11-Jan-2008,"Arbusto 80 cm, frutos viejos café oscuros",1,,,,,,,,,,,,,,,,,,,,,,,,
CU1449,Escallonia myrtilloides L.f.,Ecuador,Azuay,,"Carretera Gualaceo-Macas, km 10 al borde del carretero",Remanente de bosque arbustivo,2926,-2.93722222222222,-78.7116666666667,"C. Ulloa, D. Fernández, S. Sheth, I. Jiménez",1449,12-Jan-2008,"Arbusto 4 m, flores verde claras, madera amarillo anaranjada, hojas con envés glauco",1,,,,,,,,,,,,,,,,,,,,,,,,
FG3239,Escallonia myrtilloides L.f.,Colombia,Boyacá,Arcabuco,Alto de Sote,Bosques de subpáramo,3000,5.65,-73.3166666666667,F. Gonzalez,3239,25-Dec-1994,"Arbusto hasta de 4 m alto, achaparrado. Ramas jóvenes color morado. Sépalos verde claro, pétalos blanco-amarillentos con el ápice verde",,1,,,,,,,,,,,,,,,,,,,,,,,
FZ177,Escallonia myrtilloides L.f.,Perú,Cusco,Urubamba,"Rumbo a Abra de Málaga, sector Tastayoc.","Bosque de Escallonia a lo largo del camino, en depresiones húmedas, suelo rocoso húmedo. Con Brachyotum, Acaena",3727,-13.1575,-72.2777777777778,"F. Zapata, E. Suclli, P. Puppo",177,15-Jun-2007,"Arbusto 3 m, muy ramificado, madera jóven rojiza, flores viejas, cáliz verde oscuro",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ193,Escallonia myrtilloides L.f.,Perú,Cusco,Paucartambo,"Carretera a Kosñipata, muy cerca a Janaco","Parte baja de bosqe de niebla, suelo rocoso. Crece con Monina, Miconia, Clethra, Gynoxis (?), Myrsine andina",3445,-13.2011111111111,-71.6408333333333,"F. Zapata, E. Suclli, L. Valenzuela, P. Puppo",193,19-Jun-2007,"Arbusto 2 m, poco ramificado, hojas glandulares, hojas jóvenes rojizas, pétalos verdes",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ197,Escallonia myrtilloides L.f.,Perú,Cusco,Paucartambo,"Carretera a Kosñipata, muy cerca a Janaco","Bosue de niebla, suelo muy húmedo. Creciendo con Vaccinium, Monina, Tibouchina, Michonia, Baccharis, Saracha",3490,-13.1994444444444,-71.6247222222222,"F. Zapata, E. Suclli, L. Valenzuela, P. Puppo",197,19-Jun-2007,"Arbusto 2 m, común a esta altura; hokas glandulares",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ213,Escallonia myrtilloides L.f.,Perú,Amazonas,Balsas,"Cerros Calla-Calla, carretera Balsas-Leimebamba","Bosque de niebla, suelo muy húmedo cuierto por briófitos. Creciendo con Weinmannia, Hypericum, Monina, Ericaceae",3398,-6.75944444444444,-77.8897222222222,"F. Zapata, P. Puppo",213,26-Jun-2007,"Arbusto 2 m, madera joven rojiza, muy ramificado; botnoes florales blancos y flores con pétalos blancos y tintes rosados",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ219,Escallonia myrtilloides L.f.,Perú,Amazonas,Balsas,"Cerros Calla-Calla, carretera Balsas-Leimebamba","En bosque en medio de Jalca, suelo muy húmedo con musgos.  Con Berberis, Asteraceae, Ericaceae",3600,-6.74444444444444,-77.8805555555555,"F. Zapata, P. Puppo",219,26-Jun-2007,"Arbusto 50 cm, achaparrado (parece un bonsai!); hojas coriaceas; muchas flores viejas de ovario rojizo; frutos pasados",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ252,Escallonia myrtilloides L.f.,Perú,Piura,Huancabamba,"Canchque, carretera de Canchaque a Huancabamba (ca. 20 km).","Bosque de niebla relicto. Con E. paniculata, Lupinus, Lamiaceae, Asteraceae",2351,-5.38,-79.5572222222222,"F. Zapata, P. Puppo",252,3-Jul-2007,"Arbusto 2.5 m, muy ramificado desde la base, con líquenes y briófitos en todas las ramas; flores viejas",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ275,Escallonia myrtilloides L.f.,Bolivia,Cochabamba,Mizque,"Carretera Mizque, Totora-kasa",En pequeño parche de E. myrtilloides en medio de pastizal seco Con Puya sp. Cortaderia sp (?),3676,-17.7375,-65.5147222222222,"F.Zapata, F. Huanca",275,25-Jul-2007,"Arbusto 3 m, muy ramificado, flores blancas",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ318,Escallonia myrtilloides L.f.,Bolivia,La Paz,Murillo,Rumbo a Valle del Zongo,"Páramo Yungueño con gran dominancia de Poacee, Juncaceae (en turberas y bofedales) y Buddleja, Achyrochline, Muehelnbergia, Acaena.  Suelo rocoso seco, pers un cañón donde se concentra la humedad. Vegetación general a páramoo típico pero son Espeletia",3830,-16.1980555555556,-68.1222222222222,"F. Zapata, T, Ortuño",318,31-Jul-2007,"Arbusto 3 m, muy ramificado, con bastnates reiteraciones, madera jóven rojiza; flores blancas",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ328,Escallonia myrtilloides L.f.,Perú,Arequipa,Arequipa,Symbral,"Bosque seco, suelo arenoso. Creciendo en depresión húmeda por la cual en verano debe bajar una quebrada. Con Polylepis, Calceolaria, Poaceae",3827,-16.3894444444444,-71.4441666666667,F. Zapata,328,8-Aug-2007,"Arbol 2.5 m, flores blancas; muy escaso",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ86,Escallonia myrtilloides L.f.,Colombia,Cundinamarca,Subachoque,Páramo El Tablazo,En la orilla de una quebrada,3197,5.00111111111111,-74.1830555555556,F. Zapata,86,17-Sep-2005,Arbusto 1.8 m; ramas jóvenes rojizas; márgenes de hojas rojizos; no flores; no frutos.,,,,,,,,,,,,,,,,,,,1,,,,,,
GD10288,Escallonia myrtilloides L.f.,Panama,Barú,Boquete,"East slope of Volcán Chiriquí, above Boquete",Along streamlet in oak forest,3100,8.80666666666667,-82.5361111111111,"G. Davidse, W.G. D’Arcy",10288,20-Nov-1975,Small tree,1,1,,,,,,,,,,,,,,,,,,,,,,,
GL3349,Escallonia myrtilloides L.f.,Ecuador,Loja,Loja,"Parque Nacional Podocarpus, Cajanuma, Mirador trail",loq bosque nublado and ericaceous scrub on ridge top,3000,-4.11111111111111,-79.1763888888889,G.P. Lewis,3349,18-Jun-1997,"Shrub to 1 m with main branching horizontal (parallel to ground), or treelet, 3m x 12 cm diam. with grey fissured bark; leaves semicoriaceous, dark green glossy above, much paler whitish green and slightly glossy below; calyces lime-green, petals creamish at base, green at apex, filaments white, anthers yellow, style creamish pale green, stigma green.  Locally frequent",1,,,,,,,,,,,,,,,,,,,,,,,,
HS3834,Escallonia myrtilloides L.f.,Argentina,Salta,Santa Victoria,Entre Abra Peña Negra y Abra San José,En aroyito sobre rocas,3550,-22.2833333333333,-64.8666666666667,H. Sleumer,3834,7-Feb-1953,"Arbusto hasta 2 m, flores blanquecinas. Hojas verde oscuro.  Solamente 2 especímenes fueron observados",,,,,,,,1,,,,,,,,,,,,,,,,,
IH8484,Escallonia myrtilloides L.f.,Perú,Cusco,Espinar,"Distrito Suyckutambo, carretera a Suyckutambo",Puna húmeda,3800,-14.6927777777778,-71.2825,I. Huamantupa,8484,14-Jan-2007,"Arbol 8 m, flores blancas",1,,,,,,,,,,,,,,,,,,,,,,,,
IS4874,Escallonia myrtilloides L.f.,Perú,Cajamarca,Cutervo,"La Pucarilla, entre Sócota y San Andrés.","Bosque perennifolio, muy deteriorado con epifitismo",2500,-6.26027777777778,-78.6980555555556,I. Sánchez-Vega,4874,24-Jun-1988,"Arbusto 3 m de alto, hojas espatuladas enteras, dentadas, flores solitarias, verdosas",,,1,,,,,,,,,,,,,,,,,,,,,,
JB42556,Escallonia myrtilloides L.f.,Ecuador,Imbabura,,Páramo de Cazco Valenzuela,Slightly disturbed Ceja Andina,3250,0.233333333333333,-78.1666666666667,J. Brandbyge,42556,8-Mar-1984,"Tree 6 m high, DBH 0.35 m, Petals pale greenish-white",1,1,,,,,,,,,,,,,,,,,,,,,,,
JB42865,Escallonia myrtilloides L.f.,Ecuador,Cotopaxi,,7 km from the point where the Ingapirca el Corazon road divides from Angamarca road,Upper Andean forest,3590,-1.11666666666667,-78.9166666666667,"J. Brandbyge, P.M. Jorgensen",42865,11-Nov-1984,"Tree 4 m high, flowers pale yellowish-green",1,1,,,,,,,,,,,,,,,,,,,,,,,
JC23138,Escallonia myrtilloides L.f.,Colombia,Caldas,,"Cabeceras del Río Otún, hacia el Nevado de Santa Isabel; Bagas de la Laguna Negra (Quebrada de la Leona)",Páramo,3800,4.79861111111111,-75.4175,J. Cuatrecasas,23138,24-Nov-1946,"Arbolito, ramas horizontales. Hoja verde brillante haz, verde clara envés. Cáliz verde pálido",,,1,1,,,,,,,,,,,,,,,,,,,,,
JC27370,Escallonia myrtilloides L.f.,Colombia,Cauca,,Páramo de las Moras,Páramo,3800,2.83333333333333,-76.2025,"J. Cuatrecasas, C. Lehamnn",27370,17-Feb-1969,"Arbolito copa con ramaje plano, verde oscuro",,1,1,,,,,,1,,,,,,,,,,,,,,,,
JL12782,Escallonia myrtilloides L.f.,Colombia,Nariño,Tuquerres,"Volcán Azufral, Eastern slopes of Volcán Azufral, ca. 9-13 km W of Tuquerres",Grass páramo without Espeletia,3750,1.11666666666667,-77.6666666666667,"J.L. Luteyn, J. Fuertes, O. Rangel",12782,12-May-1989,"Shrub 2 m tall, Calyxes green. Rare",1,1,,,,,,,,,,,,,,,,,,,,,,,
JL13004,Escallonia myrtilloides L.f.,Colombia,Quindío,Salento,Vereda Cocora,Sub-Páramo,3700,4.7,-75.3333333333333,"J.L. Luteyn, J. Fuertes, O. Rangel",13004,22-May-1989,"Shrub 2 m tall. Petals greenish, infrequent in forest with Polylepis",,1,,,,,,,,,,,,,,,,,,,,,,,
JW7766,Escallonia myrtilloides L.f.,Bolivia,Chuquisaca,Camino Preincaico Chataquilla-Chanuaca,,Scattered trees by a stream and on the hillside above in sandstone country,3400,-18.9666666666667,-65.4,J.R. Wood,7766,27-Dec-1993,"Small tree 2-3.5 m high with stiff spreading brnaches, corolla white, slightly fragran, much visited by bees and other insects",,,,,,,,,1,,,,,,,,,,,,,,,,
LV5937,Escallonia myrtilloides L.f.,Perú,Cusco,Calca,"Lares, Suyo",Bosque secundario húmedo,3000,-12.55,-72,"L. Valenzuela, E. Suclli, I. Huamantupa, J. Farfán, N. Anaya, H. Coasaca, J. Tito",5937,22-Jun-2005,"Arbol 6 m, frutos verdes",1,,,,,,,,,,,,,,,,,,,,,,,,
LV854,Escallonia myrtilloides L.f.,Perú,Cusco,La Convención,"Santa Ana, Punkuyoc, Tunquimayo",Bosque primario húmedo,3400,-12.9444444444444,-72.8388888888889,"L. Valenzuela, E. Suclli, I. Huamantupa",854,24-Oct-2002,"Arbusto 1 m, flor blanca 1 cm",1,,,,,,,,,,,,,,,,,,,,,,,,
MD2942,Escallonia myrtilloides L.f.,Perú,Cajamarca,Cajamarca,ca. 12 km SW of Cajamarca on road to Cumbemayo (Acueducto y bosque de piedras),,3550,-7.19527777777778,-78.57,"M. Dillon, U. Molau, P. Matekaitis",2942,12-Jan-1983,"Shrub to 1 m, flowers white",,1,1,,,,,,,,,,,,,,,,,,,,,,
NL221,Escallonia myrtilloides L.f.,Bolivia,Santa Cruz,Manuel María Caballero,,Bosque nublado intervenido por agricultura,2900,-17.7891666666667,-64.7194444444444,"N. Ledezma, I. Vargas, E. Calzadilla, D. Rocabaldo, A. Carrasco, D. Soto, C. Jordan",221,10-Mar-2003,Arbol de 4 m de altura con flores de color crema verdusca,1,,,,,,,,,,,,,,,,,,,,,,,,
NR2822,Escallonia myrtilloides L.f.,Bolivia,Cochabamba,Quillacollo,"The road from Quillacollo to Morochata, just above the comunity of San Miguel","Steep slope wth remnants of Polylepis and young (plantes) Eucalyptus. Soil rcky, but fairly rich.  Heavily grazed area. Valles secos transition to Puna",3650,-17.2691666666667,-66.3277777777778,"N. Ritter, J. Wood",2822,27-Jan-1996,"Small tree, bark grey and slightly flaky, corolla white",1,,,,,,1,,,,,,,,,,,,,,,,,,
PH7207,Escallonia myrtilloides L.f.,Perú,Tacna,Tarata,"Above Tarta 15 km, km 74 from Tacna",,3370,-17.6666666666667,-70,"P. Hutchinson, J.K. Wright",7207,28-Nov-1964,"Compact shrub ca 1 m, white clowers",1,1,1,1,1,,,,1,,,,,,,,,,,,,,,,
PJ92172,Escallonia myrtilloides L.f.,Ecuador,Loja,,"Jimbura-Zumba road, not finished, km 17, at small lake",Páramo and Sphagnum bog with forest,3450,-4.73333333333333,-79.4166666666667,"P.M. Jorgensen, C. Ulloa",92172,27-Jul-1990,"Shrub 1.5 m, corolla yellow with red marks on the outside",1,1,,,,,,,1,,,,,,,,,,,,,,,,
TN78,Escallonia myrtilloides L.f.,Ecuador,Pichincha,Cangahua,Via Quito-Cayambe. Construcción de vía Cangahua-Oyacachi,Bosque húmedo subalpino; bosque degradado,3750,-0.0333333333333333,-78.25,T. Nuñez,78,10-Feb-1995,Arbol de 3 m de altura. Dominante en relictos de bosque. Flores rosadas,,1,,,,,,,,,,,,,,,,,,,,,,,
WD1937,Escallonia myrtilloides L.f.,Colombia,Valle del Cauca,Tulua,"Corregimiento Santa Lucia, Finca las Nieves, Páramo Las Hermosas, Cordillera Central de los Andes.",Paramo,3300,3.8,-75.9333333333333,W. Devia A. y F. Prado,1937,24-Sep-1987,"Arbol, 8 m de alto; flores verde claro; hojas haz verde oscuro, envés grisáceo.",1,,,,,,,,,,,,,,,,,,,,,,,,
WF547,Escallonia myrtilloides L.f.,Perú,Cuzco,Paucartambo,"Kosñipata, Acjanacu a Tres Cruces, Acjanacu a Tres Cruces.","Pajonal con parches de vegetación arbórea, dominada pr Cunoniaceae, Asteraceae",3650,-13.255,-71.6055555555556,"W. Farfan R., et al.",547,27-Jun-2003,"Arbusto, flores verdes",1,,,,,,,,,,,,,,,,,,,,,,,,
AB3728,Escallonia myrtilloides L.f. var. myrtilloides,Colombia,Santander,Pamplona,"On road between Bucaramanga and Pamplona, between kilometer markers 44 and 45",Steep shrubby slope,3100,7.26666666666667,-72.9166666666667,"A.S. Barclay, A. Fernandez-Perez",3728,6-Feb-1974,"Tree, 4 m in height with dropping branches; foliage dark green above, pale below; calyx green; corolla pale green at base, darker green mouth; stamens pale; stigma and style green; ovary pale",,,,1,,,,,,,,,,,,,,,,,,,,,
AC3134,Escallonia myrtilloides L.f.,Colombia,Cundinamarca,La Calera,"Páramo de Cruz Verde, Camino real entre la Laguna El Verjón y La Viga",Páramo,3500,4.56666666666667,-74.0333333333333,"A.M. Cleef, R. Jaramillo",3134,23-Apr-1972,"Arbol 4 m, flores verdosas",,1,,,,,,1,,,,,,,,,,,,,,,,,
DS10115,Escallonia myrtilloides L.f.,Perú,Ancash,Recuay,"Huascaran N. P., above Querococha.",Cliff in puna grassland; morainal material.,4100,-9.7,-77.3166666666667,D.N. Smith & Flavia Escalona,10115,30-Mar-1985,Shrub 2m; fl white; fr green. Fls with sweet odor.,1,,1,,,,,,,,,,,,,,,,,,,,,,
FL4756,Escallonia myrtilloides L.f. var. myrtilloides,Colombia,Cauca,Popayán,Close formations on the páramo de Guanacas,Páramo,3450,2.525,-76.1866666666667,F.C. Lehmann,4756,,"Bushy trees up to 5 m in height. Foliage dark green, shiny. Flowers white-green",,,1,1,,,,,,,,,,,,,,,,,,,,,
GL3124,Escallonia myrtilloides L.f. var. myrtilloides,Ecuador,Loja,Loja,"Loja-Saraguro, 8.5 km N of San Lucas, track to Fierro Urco, km 10",Polylepis forest in declivity surrounded by grass tussock páramo on 30 cm deep black humid soil,3550,-3.72388888888889,-79.3363888888889,"G.P. Lewis, B.B. Klitgaard",3124,29-Mar-1997,"Shrub 1-1.5 m, leaves discolorous, dark glossy green above, paler whitish green below; flowers +/- nodding, calyces green heavily tinged dark red, corolla pale creamish green with red reflexed lobes, stigma bright green.  Locally common",1,,,,,,,,1,,,,,,,,,,,,,,,,
JC24502,Escallonia myrtilloides L.f. var. myrtilloides,Colombia,Magdalena,,"Sierra Nevada de Santa Marta, Southeastern slopes: Hoya del Rio Donachuí: Diricune Sabana",Páramo,3260,10.7822222222222,-73.5,"J. Cuatrecasas, R. Romero-Castañeda",24502,29-Sep-1959,"Tree with horizontal crown. Leaves coriaceous, black green above, light beneath. Corolla whitish withlight green lobes",,1,1,,,,,,1,,,,,,,,,,,,,,,,
JC25054,Escallonia myrtilloides L.f. var. myrtilloides,Colombia,Magdalena,Manaure,"Sierra de Perijá, Sabana Rubia",Páramo,3100,10.3628888888889,-72.9491388888889,"J. Cuatrecasas, R. Romero-Castañeda",25054,7-Nov-1959,"Tree with flattened foliage. Leaves green above, light green beneath. Corolla greenish white",,1,1,1,,,,,,,,,,,,,,,,,,,,,
JS17503,Escallonia myrtilloides L.f. var. myrtilloides ,Bolivia,La Paz,Sud Yungas,5.8 km al O de Lambate por el camino a La Paz.,Laderas con gramíneas y arbustos bajos.,3700,-16.5833333333333,-67.7166666666667,J.C. Solomon,17503,12-Jan-1988,"Arbusto, 1 m. Pétalos blancos.",1,1,,,,,,,,,,,,,,,,,,,,,,,
PG560,Escallonia myrtilloides L.f. var. myrtilloides,Colombia,Boyacá,,Sierra Nevada de Cocuy,Cloud Forest,2900,6.41666666666667,-72.3,"P.J. Grubb, B.A.B Curry, A. Fernandez-Perez",560,16-Aug-1957,"Tree to 8 m, brnaching applanate. Edges of all leaves purple-gland-dotted. Receptacle and calyx pale green woth purple-glands-dots (excpetion adherent part of calyx). Petals white (+/- waxy) with green recurved tips.  Intrastaminal disk yellow, style white at base, green at top. Filaments white; anthers dark bown with yellow pollen",,,,1,,,,,1,,,,,,,,,,,,,,,,
